DBN,schoolName,type,totalGC&SW,totalGC,totalSW,fulltime_GC,fulltime_SW,parttime_GC,parttime_SW,bilingual_GC,bilingual_SW,GC_ServeLocMoreThanOne,SW_ServeLocMoreThanOne,SY19-20Enrollment,enrollmentRatioTotal,enrollmentratio_GC,enrollmentratio_SW,ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,fullAddress,gcode,latitude,longitude
27Q302,"Queens High School for Information, Research, and",HIGH SCHOOL,3.5,3.0,0.5,3,0,0.0,0.5,1.0,0,0.0,0.5,481,137,160,481,27Q302,Q,4.0,Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND",High school,1.0,27.0,27.0,8-21 BAY 25 STREET,NY,11691,MICHELE WILLIAMS,718-868-2978,718-868-1653,"09,10,11,SE",QUEENS,"8-21 BAY 25 STREET, NY, 11691","8-21 Bay 25th St, Far Rockaway, NY 11691, USA",40.601532,-73.76397899999999
27Q308,Robert H. Goddard High School of Communication Art,HIGH SCHOOL,3.2,3.0,0.2,3,0,0.0,0.2,1.0,0,0.0,0.2,614,194,205,614,27Q308,Q,4.0,Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART,High school,1.0,27.0,27.0,138-30 LAFAYETTE STREET,NY,11417,Joseph Birgeles,718-848-8357,718-848-8579,"09,10,11,SE",QUEENS,"138-30 LAFAYETTE STREET, NY, 11417","138-30 Lafayette St, Ozone Park, NY 11417, USA",40.671035,-73.8456739
27Q309,Academy of Medical Technology: A College Board Sch,SECONDARY SCHOOL,2.5,2.0,0.5,2,0,0.0,0.5,0.0,0,0.0,0.5,671,268,336,671,27Q309,Q,4.0,Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,Secondary School,1.0,27.0,27.0,8-21 BAY 25 STREET,NY,11691,JOSE MERCED,718-471-3571,718-471-0314,"06,07,08,09,10,11,SE",QUEENS,"8-21 BAY 25 STREET, NY, 11691","8-21 Bay 25th St, Far Rockaway, NY 11691, USA",40.601532,-73.76397899999999
27Q314,Epic High School - South,HIGH SCHOOL,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,412,190,206,412,,,,,,,,,,,,,,,,,,"121-10 ROCKAWAY BOULEVARD, Queens, 11420","121-10 Rockaway Blvd, South Ozone Park, NY 11420, USA",40.6750888,-73.816818
27Q316,Queens Explorers Elementary School,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,467,467,467,467,,,,,,,,,,,,,,,,,,"90-07 101ST AVENUE, Queens, 11416","90-7 101st Ave, Ozone Park, NY 11416, USA",40.6833481,-73.85007329999999
27Q317,Waterside Children's Studio School,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,509,509,509,509,27Q317,Q,4.0,Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,Elementary,1.0,27.0,27.0,190 BEACH 110 STREET,NY,11694,DANA GERENDASI,718-634-1344,718-634-3884,"PK,0K,01,02,03,04,SE",ROCKAWAY PARK,"190 BEACH 110 STREET, NY, 11694","190 Beach 110th St, Rockaway Park, NY 11694, USA",40.5809346,-73.83143799999999
27Q318,Waterside School For Leadership,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,223,223,223,223,27Q318,Q,4.0,Q318,WATERSIDE SCHOOL FOR LEADERSHIP,Elementary,1.0,27.0,27.0,190 BEACH 110 STREET,NY,11694,LINDA MUNRO,718-634-1128,718-634-1185,"06,07,SE",ROCKAWAY PARK,"190 BEACH 110 STREET, NY, 11694","190 Beach 110th St, Rockaway Park, NY 11694, USA",40.5809346,-73.83143799999999
27Q319,Village Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,371,371,371,371,27Q319,Q,4.0,Q319,VILLAGE ACADEMY,Elementary,1.0,27.0,27.0,10-45 NAMEOKE STREET,NY,11691,DORIS LEE,718-471-6042,718-471-6243,"06,07,SE",QUEENS,"10-45 NAMEOKE STREET, NY, 11691","10-45 Nameoke St, Far Rockaway, NY 11691, USA",40.6039467,-73.7499002
27Q324,Rockaway Park High School for Environmental Sustai,HIGH SCHOOL,2.3,2.0,0.3,2,0,0.0,0.3,0.0,0,0.0,0.3,288,123,144,288,27Q324,Q,4.0,Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,High school,1.0,27.0,27.0,100-00 BEACH CHANNEL DRIVE,NY,11694,Jennifer Connolly,718-318-6170,718-318-6176,"09,SE",QUEENS,"100-00 BEACH CHANNEL DRIVE, NY, 11694","100-00 Beach Channel Dr, Rockaway Park, NY 11694, USA",40.58637299999999,-73.8226608
27Q377,P.S. 377,ELEMENTARY,0.8,0.8,0.0,0,0,0.8,0.0,0.0,0,0.8,0.0,343,343,343,343,,,,,,,,,,,,,,,,,,"150-15 RALEIGH STREET, Queens, 11417","150-15 Raleigh St, Jamaica, NY 11417, USA",40.6682862,-73.83739179999999
27Q650,"High School for Construction Trades, Engineering a",HIGH SCHOOL,4.2,4.0,0.2,4,0,0.0,0.2,0.0,0,0.0,0.2,1093,262,273,1093,27Q650,Q,4.0,Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING A",High school,1.0,27.0,27.0,94-06 104TH STREET,NY,11416,Lakeisha Johnson,718-846-6280,718-846-6283,"09,10,11,12,SE",QUEENS,"94-06 104TH STREET, NY, 11416","94-06 104th St, Queens, NY 11416, USA",40.6892905,-73.8409874
28Q008,J.H.S. 008 Richard S. Grossley,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,447,206,224,447,28Q008,Q,4.0,Q008,J.H.S. 008 RICHARD S. GROSSLEY,Junior High-Intermediate-Middle,1.0,28.0,28.0,108-35 167 STREET,NY,11433,ANGELA GREEN,718-739-6883,718-526-2727,"06,07,08,SE",QUEENS,"108-35 167 STREET, NY, 11433","108-35 167th St, Jamaica, NY 11433, USA",40.697147,-73.7864872
28Q054,P.S. 054 Hillside,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,520,520,520,520,28Q054,Q,4.0,Q054,P.S. 054 HILLSIDE,Elementary,1.0,28.0,28.0,86-02 127 STREET,NY,11418,ANITA PRASHAD,718-849-0962,718-847-4629,"0K,01,02,03,04,05,SE",QUEENS,"86-02 127 STREET, NY, 11418","86-02 127th St, Jamaica, NY 11418, USA",40.70267279999999,-73.8244673
28Q055,P.S. 055 Maure,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,500,500,500,500,28Q055,Q,4.0,Q055,P.S. 055 MAURE,Elementary,1.0,28.0,28.0,131-10 97 AVENUE,NY,11419,RALPH K HONORE,718-849-3845,718-847-5473,"PK,0K,01,02,03,04,05,06,SE",QUEENS,"131-10 97 AVENUE, NY, 11419","131-10 97th Ave, Queens, NY 11419, USA",40.6938881,-73.8162206
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,473,473,473,473,28Q080,Q,4.0,Q080,P.S. 080 THURGOOD MARSHALL MAGNET,Elementary,1.0,28.0,28.0,171-05 137 AVENUE,NY,11434,PAULETTE GLENN,718-528-7070,718-949-0963,"0K,01,02,03,04,05,SE",QUEENS,"171-05 137 AVENUE, NY, 11434","171-05 137th Ave, Jamaica, NY 11434, USA",40.6734479,-73.768838
28Q101,P.S. 101 School in the Gardens,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,680,680,680,680,28Q101,Q,4.0,Q101,P.S. 101 SCHOOL IN THE GARDENS,Elementary,1.0,28.0,28.0,2 RUSSELL PLACE,NY,11375,Valerie Capitulo-Saide,718-268-7231,718-575-3571,"PK,0K,01,02,03,04,05,06,SE",QUEENS,"2 RUSSELL PLACE, NY, 11375","2 Russell Pl, Queens, NY 11375, USA",40.71563769999999,-73.8435145
28Q121,P.S. 121 Queens,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,822,822,822,822,28Q121,Q,4.0,Q121,P.S. 121 QUEENS,Elementary,1.0,28.0,28.0,126-10 109 AVENUE,NY,11420,HENRY SOMERS,718-738-5126,718-843-5584,"PK,0K,01,02,03,04,05,06,SE",QUEENS,"126-10 109 AVENUE, NY, 11420","126-10 109th Ave, South Ozone Park, NY 11420, USA",40.6838583,-73.81554229999999
28Q157,J.H.S. 157 Stephen A. Halsey,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.3,3.0,0.3,3,0,0.0,0.3,0.0,0,0.0,0.3,1687,519,562,1687,28Q157,Q,4.0,Q157,J.H.S. 157 STEPHEN A. HALSEY,Junior High-Intermediate-Middle,1.0,28.0,28.0,63-55 102ND STREET,NY,11374,VINCENT SURACI,718-830-4910,718-830-4993,"06,07,08,09,SE",QUEENS,"63-55 102ND STREET, NY, 11374","63-55 102nd St, Rego Park, NY 11374, USA",40.7323207,-73.85294999999999
28Q160,P.S. 160 Walter Francis Bishop,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,600,600,600,600,28Q160,Q,4.0,Q160,P.S. 160 WALTER FRANCIS BISHOP,Elementary,1.0,28.0,28.0,109-59 INWOOD STREET,NY,11435,JERMAINE GARDEN,718-526-5523,718-526-8191,"PK,0K,01,02,03,04,05,06,SE",QUEENS,"109-59 INWOOD STREET, NY, 11435","109-59 Inwood St, Queens, NY 11435, USA",40.688145,-73.80000330000001
28Q161,P.S. 161 Arthur Ashe School,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,592,592,592,592,28Q161,Q,4.0,Q161,P.S. 161 ARTHUR ASHE SCHOOL,Elementary,1.0,28.0,28.0,101-33 124 STREET,NY,11419,JILL HODER,718-441-5493,718-441-6202,"PK,0K,01,02,03,04,05,06,SE",QUEENS,"101-33 124 STREET, NY, 11419","101-33 124th St, Queens, NY 11419, USA",40.69066979999999,-73.82083879999999
28Q174,P.S. 174 William Sidney Mount,ELEMENTARY,0.4,0.4,0.0,0,0,0.4,0.0,0.0,0,0.4,0.0,661,661,661,661,28Q174,Q,4.0,Q174,P.S. 174 WILLIAM SIDNEY MOUNT,Elementary,1.0,28.0,28.0,65-10 DIETERLE CRESCENT,NY,11374,KARIN KELLY,718-897-7006,718-897-7254,"PK,0K,01,02,03,04,05,06,SE",QUEENS,"65-10 DIETERLE CRESCENT, NY, 11374","65-10 Dieterle Crescent, Queens, NY 11374, USA",40.7205738,-73.8614277
28Q190,J.H.S. 190 Russell Sage,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.1,2.0,0.1,2,0,0.0,0.1,0.0,0,0.0,0.1,1126,525,563,1126,28Q190,Q,4.0,Q190,J.H.S. 190 RUSSELL SAGE,Junior High-Intermediate-Middle,1.0,28.0,28.0,68-17 AUSTIN STREET,NY,11375,Marilyn Grant,718-830-4970,718-830-3566,"06,07,08,09,SE",QUEENS,"68-17 AUSTIN STREET, NY, 11375","68-17 Austin St, Queens, NY 11375, USA",40.7231204,-73.85183049999999
28Q287,The Emerson School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.2,3.0,0.2,3,0,0.0,0.2,0.0,0,0.0,0.2,359,113,120,359,,,,,,,,,,,,,,,,,,"108-35 167 STREET, Queens, 11433","108-35 167th St, Jamaica, NY 11433, USA",40.697147,-73.7864872
28Q303,The Academy for Excellence through the Arts,ELEMENTARY,Has counseling service (outside provider),0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,283,see note in column D,see note in column D,see note in column D,28Q303,Q,4.0,Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,Early Childhood,1.0,28.0,28.0,108-55 69 AVENUE,NY,11375,BARBARA LETO,718-459-1358,,"PK,0K,01,02,SE",QUEENS,"108-55 69 AVENUE, NY, 11375","108-55 69th Ave, Forest Hills, NY 11375, USA",40.72575519999999,-73.84404239999999
28Q310,Queens Collegiate: A College Board School,SECONDARY SCHOOL,3.2,3.0,0.2,3,0,0.0,0.2,0.0,0,0.0,0.2,672,210,224,672,28Q310,Q,4.0,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,High school,1.0,28.0,28.0,167-01 GOTHIC DRIVE,NY,11432,Jaime Anne Dubei,718-658-4016,718-658-5149,"06,09,10,11,SE",JAMAICA,"167-01 GOTHIC DRIVE, NY, 11432","167-01 Gothic Dr, Queens, NY 11432, USA",40.71443319999999,-73.79825240000001
28Q332,Redwood Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1.0,0.2,1,0,0.0,0.2,0.0,0,0.0,0.2,273,227,273,273,,,,,,,,,,,,,,,,,,"133-25 GUY R BREWER BOULEVARD, Queens, 11434","133-25 Guy R Brewer Blvd, Jamaica, NY 11434, USA",40.6749335,-73.7757841
28Q338,Queens Satellite High School for Opportunity,HIGH SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,214,107,107,214,28Q338,Q,4.0,Q338,SATELLITE ACADEMY HS AT JAMAICA LEARNING CENTER,High school,1.0,28.0,28.0,162-02 HILLSIDE AVENUE,NY,11432,Mark Melkonian,718-657-3920,,"09,10,11,12,SE",QUEENS,"162-02 HILLSIDE AVENUE, NY, 11432","161-2 162nd St, Queens, NY 11432, USA",40.7089064,-73.8008818
28Q349,The Queens School for Leadership and Excellence,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,520,520,520,520,,,,,,,,,,,,,,,,,,"88-08 164TH STREET, Queens, 11432","88-08 164th St, Jamaica, NY 11432, USA",40.7084373,-73.7984476
28Q350,Jamaica Gateway to the Sciences,HIGH SCHOOL,3.2,3.0,0.2,3,0,0.0,0.2,1.0,0,0.0,0.2,483,151,161,483,28Q350,Q,4.0,Q350,Jamaica Gateway to the Sciences,High school,1.0,28.0,28.0,167-01 GOTHIC DRIVE,NY,11432,Caren Birchwood Taylor,718-935-3429,,"09,10,11,12,SE",JAMAICA,"167-01 GOTHIC DRIVE, NY, 11432","167-01 Gothic Dr, Queens, NY 11432, USA",40.71443319999999,-73.79825240000001
28Q358,M.S. 358,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1.0,0.2,1,0,0.0,0.2,0.0,0,0.0,0.2,362,310,362,362,,,,,,,,,,,,,,,,,,"88-08 164TH STREET, Queens, 11432","88-08 164th St, Jamaica, NY 11432, USA",40.7084373,-73.7984476
28Q680,Queens Gateway to Health Sciences Secondary School,SECONDARY SCHOOL,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,694,315,347,694,28Q680,Q,4.0,Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,Secondary School,1.0,28.0,28.0,160-20 GOETHALS AVENUE,NY,11432,Dr. CYNTHIA EDWARDS,718-969-3155,718-969-3552,"07,08,09,10,11,12",QUEENS,"160-20 GOETHALS AVENUE, NY, 11432","160-20 Goethals Ave, Jamaica, NY 11432, USA",40.7184754,-73.8059729
28Q686,Queens Metropolitan High School,HIGH SCHOOL,4.2,4.0,0.2,4,0,0.0,0.2,0.0,0,0.0,0.2,1144,275,286,1144,28Q686,Q,4.0,Q686,QUEENS METROPOLITAN HIGH SCHOOL,High school,1.0,28.0,28.0,91-30 METROPOLITAN AVENUE,NY,11375,Marci Levy Maguire,718-286-3600,718-286-3601,"09,SE",QUEENS,"91-30 METROPOLITAN AVENUE, NY, 11375","91-30 Metropolitan Ave, Queens, NY 11375, USA",40.7085723,-73.85564389999999
28Q687,Queens High School for the Sciences at York Colleg,HIGH SCHOOL,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,480,218,240,480,28Q687,Q,4.0,Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT  YORK COLLE,High school,1.0,28.0,28.0,94-50 159 STREET,NY,11433,JIE ZHANG,718-657-3181,718-657-2579,"09,10,11,12",QUEENS,"94-50 159 STREET, NY, 11433","94-50 159th St, Jamaica, NY 11433, USA",40.7009286,-73.7983153
28Q690,High School for Law Enforcement and Public Safety,HIGH SCHOOL,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,395,180,198,395,28Q690,Q,4.0,Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,High school,1.0,28.0,28.0,116-25 GUY R BREWER BOULEVARD,NY,11434,Diahann E. Malcolm,718-977-4800,718-977-4802,"09,10,11,12,SE",QUEENS,"116-25 GUY R BREWER BOULEVARD, NY, 11434","116-25 Guy R Brewer Blvd, Jamaica, NY 11434, USA",40.685904,-73.78335919999999
28Q896,"Young Women's Leadership School, Queens",SECONDARY SCHOOL,3.2,3.0,0.2,3,0,0.0,0.2,0.0,0,0.0,0.2,560,177,187,560,28Q896,Q,4.0,Q896,"YOUNG  WOMEN'S LEADERSHIP SCHOOL, QUEENS",Secondary School,1.0,28.0,28.0,150-91 87 ROAD,NY,11432,AVIONNE GUMBS,718-725-0402,718-725-0390,"06,07,08,09,10,11,12",QUEENS,"150-91 87 ROAD, NY, 11432","150-91 87th Rd, Jamaica, NY 11432, USA",40.7084525,-73.8041807
29Q034,P.S. 034 John Harvard,ELEMENTARY,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,572,286,286,572,29Q034,Q,4.0,Q034,P.S. 034 JOHN HARVARD,Elementary,1.0,29.0,29.0,104-12 SPRINGFIELD BOULEVARD,NY,11429,PAULINE SHAKESPEARE,718-465-6818,718-464-9073,"PK,0K,01,02,03,04,05,SE",QUEENS,"104-12 SPRINGFIELD BOULEVARD, NY, 11429","104-12 Springfield Blvd, Queens Village, NY 11429, USA",40.711066,-73.73785629999999
29Q038,P.S. 038 Rosedale,ELEMENTARY,0.2,0.2,0.0,0,0,0.2,0.0,0.0,0,0.2,0.0,269,269,269,269,29Q038,Q,4.0,Q038,P.S. 038 ROSEDALE,Elementary,1.0,29.0,29.0,135-21 241 STREET,NY,11422,CASSANDRA A. HUNDLEY,718-528-2276,718-712-1598,"0K,01,02,03,04,05,SE",QUEENS,"135-21 241 STREET, NY, 11422","135-21 241st St, Rosedale, NY 11422, USA",40.6711585,-73.73383439999999
29Q059,I.S. 059 Springfield Gardens,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1.0,0.2,1,0,0.0,0.2,0.0,0,0.0,0.2,577,481,577,577,29Q059,Q,4.0,Q059,I.S. 059 SPRINGFIELD GARDENS,Junior High-Intermediate-Middle,1.0,29.0,29.0,132-55 RIDGEDALE STREET,NY,11413,Carleton Gordon,718-527-3501,718-276-1364,"06,07,08,SE",QUEENS,"132-55 RIDGEDALE STREET, NY, 11413","132-55 Ridgedale St, St. Albans, NY 11413, USA",40.6813928,-73.7532099
29Q118,P.S. 118 Lorraine Hansberry,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,427,427,427,427,29Q118,Q,4.0,Q118,P.S. 118 LORRAINE HANSBERRY,Elementary,1.0,29.0,29.0,190-20 109 ROAD,NY,11412,Cynthia Ofori-Feaster,718-465-5538,718-264-9178,"PK,0K,01,02,03,04,05,SE",QUEENS,"190-20 109 ROAD, NY, 11412","190-20 109th Rd, St. Albans, NY 11412, USA",40.7032489,-73.7655178
29Q132,P.S. 132 Ralph Bunche,ELEMENTARY,0.6,0.6,0.0,0,0,0.6,0.0,0.0,0,0.6,0.0,323,323,323,323,29Q132,Q,4.0,Q132,P.S. 132 RALPH BUNCHE,Elementary,1.0,29.0,29.0,132-15 218 STREET,NY,11413,Alicia Davis,718-528-5734,718-723-6931,"PK,0K,01,02,03,04,05,SE",QUEENS,"132-15 218 STREET, NY, 11413","132-15 218th St, Laurelton, NY 11413, USA",40.6819255,-73.7496704
29Q147,P.S./M.S. 147 Ronald McNair,K-8,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,559,559,559,559,29Q147,Q,4.0,Q147,P.S. 147 RONALD MCNAIR,K-8,1.0,29.0,29.0,218-01 116 AVENUE,NY,11411,ANNE COHEN,718-528-2420,718-723-7819,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,"218-01 116 AVENUE, NY, 11411","218-01 116th Ave, Queens, NY 11411, USA",40.6980023,-73.7400729
29Q238,I.S. 238 - Susan B. Anthony Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,1245,566,623,1245,29Q238,Q,4.0,Q238,I.S. 238 SUSAN B ANTHONY,Junior High-Intermediate-Middle,1.0,29.0,29.0,88-15 182 STREET,NY,11423,JOSEPH GATES,718-297-9821,718-658-5288,"06,07,08,SE",QUEENS,"88-15 182 STREET, NY, 11423","88-15 182nd St, Hollis, NY 11423, USA",40.712772,-73.7801733
29Q248,Queens Preparatory Academy,HIGH SCHOOL,1.2,1.0,0.2,1,0,0.0,0.2,0.0,0,0.0,0.2,277,231,277,277,29Q248,Q,4.0,Q248,QUEENS PREPARATORY ACADEMY,High school,1.0,29.0,29.0,143-10 SPRINGFIELD BOULEVARD,NY,11413,TASHON HAYWOOD,718-712-2304,718-712-3273,"09,10,11,12,SE",QUEENS,"143-10 SPRINGFIELD BOULEVARD, NY, 11413","Soccer / Football Field, 143-10 Springfield Blvd, Springfield Gardens, NY 11413, USA",40.6697882,-73.7572319
29Q251,P.S. 251 Queens,ELEMENTARY,0.4,0.4,0.0,0,0,0.4,0.0,0.0,0,0.4,0.0,334,334,334,334,29Q251,Q,4.0,Q251,P.S. 251 QUEENS,Elementary,1.0,29.0,29.0,144-51 ARTHUR STREET,NY,11413,EDNA LONCKE,718-276-2745,718-723-7822,"0K,01,02,03,SE",QUEENS,"144-51 ARTHUR STREET, NY, 11413","144-51 Arthur St, Springfield Gardens, NY 11413, USA",40.6653381,-73.7591855
29Q265,Excelsior Preparatory High School,HIGH SCHOOL,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,422,192,211,422,29Q265,Q,4.0,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,High school,1.0,29.0,29.0,143-10 SPRINGFIELD BOULEVARD,NY,11413,Lilly Lucas,718-525-6507,718-525-6276,"09,10,11,12,SE",QUEENS,"143-10 SPRINGFIELD BOULEVARD, NY, 11413","Soccer / Football Field, 143-10 Springfield Blvd, Springfield Gardens, NY 11413, USA",40.6697882,-73.7572319
29Q268,P.S./I.S. 268,K-8,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,645,645,645,645,29Q268,Q,4.0,Q268,P.S. 268,K-8,1.0,29.0,29.0,92-07 175 STREET,NY,11433,Lissa Grant-Stewart,718-206-3240,718-206-2938,"0K,01,02,03,04,05,06,07,08,SE",QUEENS,"92-07 175 STREET, NY, 11433","92-07 175th St, Jamaica, NY 11433, USA",40.7076619,-73.7852463
29Q270,The Gordon Parks School,K-8,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,758,758,758,758,29Q270,Q,4.0,Q270,P.S. / I.S. Q270,K-8,1.0,29.0,29.0,233-15 MERRICK BOULEVARD,NY,11422,Eleanor S. Andrew,718-341-8280,718-341-5589,"0K,01,02,03,04,05,06,07,08,SE",QUEENS,"233-15 MERRICK BOULEVARD, NY, 11422","233-15 Merrick Blvd, Queens, NY 11422, USA",40.6750479,-73.7362473
29Q289,Queens United Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,178,81,89,178,,,,,,,,,,,,,,,,,,"229-02 137 AVENUE, Queens, 11413","229-02 137th Ave, Jamaica, NY 11413, USA",40.6721483,-73.7431888
29Q295,P.S./I.S. 295,K-8,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,524,524,524,524,29Q295,Q,4.0,Q295,P.S./I.S. 295,K-8,1.0,29.0,29.0,222-14 JAMAICA AVE,NY,11428,ANGELA THOMPSON,718-464-1433,,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS,"222-14 JAMAICA AVE, NY, 11428","222-14 Jamaica Ave, Queens Village, NY 11428, USA",40.7208519,-73.7313284
29Q326,Cambria Heights Academy,HIGH SCHOOL,1.2,1.0,0.2,1,0,0.0,0.2,0.0,0,0.0,0.2,370,308,370,370,29Q326,Q,4.0,Q326,CAMBRIA HEIGHTS ACADEMY,High school,1.0,29.0,29.0,188-04 91st Avenue,NY,11423,Melissa Menake,718-776-2815,718-776-2818,"09,SE",Hollis,"188-04 91st Avenue, NY, 11423","188-4 91st Ave, Jamaica, NY 11423, USA",40.7116338,-73.7709983
29Q327,Eagle Academy for Young Men III,SECONDARY SCHOOL,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,421,191,211,421,29Q327,Q,4.0,Q327,EAGLE ACADEMY FOR YOUNG MEN III,Secondary School,1.0,29.0,29.0,132-55 RIDGEDALE STREET,NY,11413,KENYATTE REID,718 935-4461,,"06,SE",QUEENS,"132-55 RIDGEDALE STREET, NY, 11413","132-55 Ridgedale St, St. Albans, NY 11413, USA",40.6813928,-73.7532099
29Q355,Collaborative Arts Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1.0,0.2,1,0,0.0,0.2,0.0,0,0.0,0.2,338,282,338,338,29Q355,Q,4.0,Q355,Collaborative Arts Middle School,Junior High-Intermediate-Middle,1.0,29.0,29.0,145-00 SPRINGFIELD BOULEVARD,NY,11413,Tammy Holloway,718-935-3598,,"06,07,08,SE",QUEENS,"145-00 SPRINGFIELD BOULEVARD, NY, 11413","145-00 Springfield Blvd, Queens, NY 11413, USA",40.6650487,-73.75894869999999
29Q360,P.S. 360,ELEMENTARY,0.2,0.2,0.0,0,0,0.2,0.0,0.0,0,0.2,0.0,271,271,271,271,,,,,,,,,,,,,,,,,,"199-10 112 AVENUE, Queens, 11412","199-10 112th Ave, St. Albans, NY 11412, USA",40.7024141,-73.7562896
29Q498,Humanities & Arts Magnet High School,HIGH SCHOOL,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,372,169,186,372,29Q498,Q,4.0,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,High school,1.0,29.0,29.0,207- 01 116TH  AVENUE,NY,11411,ROSEMARIE OMARD,718-978-2135,718-978-2309,"09,10,11,12,SE",QUEENS,"207- 01 116TH  AVENUE, NY, 11411","207-01 116th Ave, Jamaica, NY 11411, USA",40.6983284,-73.7461497
30Q076,P.S. 076 William Hallet,ELEMENTARY,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,421,211,211,421,30Q076,Q,4.0,Q076,P.S. 076 WILLIAM HALLET,Elementary,1.0,30.0,30.0,36-36 10 STREET,NY,11106,MARY SCHAFENBERG,718-361-7464,718-361-8014,"PK,0K,01,02,03,04,05,SE",QUEENS,"36-36 10 STREET, NY, 11106","36-36 10th St, Long Island City, NY 11106, USA",40.7607034,-73.9418144
