ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,fullAddress,gcode,latitude,longitude
22K052      ,K,2,K052,P.S. 052 SHEEPSHEAD BAY,Elementary,1,22,22,2675 EAST  29 STREET,NY,11235,ILENE ALTSCHUL,718-648-0882,718-648-4636,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"2675 EAST  29 STREET, NY, 11235","2675 E 29th St, Brooklyn, NY 11235, USA",40.5878807,-73.94006929999999
75K053      ,K,2,K053,P.S. K053,K-12 all grades,1,19,75,720 LIVONIA AVENUE,NY,11207,Heather Leykam,718-498-1190,718-345-2170,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",BROOKLYN,"720 LIVONIA AVENUE, NY, 11207","720 Livonia Ave, Brooklyn, NY 11207, USA",40.6649984,-73.8907414
13K054      ,K,2,K054,P.S. 054 SAMUEL C. BARNES,Elementary,1,13,13,195 SANFORD STREET,NY,11205,LORNA KHAN,718-834-6752,718-852-8129,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"195 SANFORD STREET, NY, 11205","195 Sanford St, Brooklyn, NY 11205, USA",40.6926096,-73.9527438
13K056      ,K,2,K056,P.S. 056 LEWIS H. LATIMER,Elementary,1,13,13,170 GATES AVENUE,NY,11238,Deborah Clark-Johnson,718-857-3149,718-783-7379,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"170 GATES AVENUE, NY, 11238","170 Gates Ave, Brooklyn, NY 11238, USA",40.6842985,-73.9603205
16K057      ,K,2,K057,J.H.S. 057 WHITELAW REID,Junior High-Intermediate-Middle,1,16,16,125 STUYVESANT AVENUE,NY,11221,CELESTE DOUGLAS,718-574-2357,718-453-0577,"06,07,08,SE",BROOKLYN,"125 STUYVESANT AVENUE, NY, 11221","125 Stuyvesant Ave, Brooklyn, NY 11221, USA",40.6916202,-73.9332768
15K058      ,K,2,K058,P.S. 058 THE CARROLL,Elementary,1,15,15,330 SMITH STREET,NY,11231,GISELLE MCGEE,718-330-9322,718-596-2969,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"330 SMITH STREET, NY, 11231","330 Smith St, Brooklyn, NY 11231, USA",40.6803845,-73.9956286
14K059      ,K,2,K059,P.S. 059 WILLIAM FLOYD,Elementary,1,14,14,211 THROOP AVENUE,NY,11206,DAWN BEST,718-443-3600,718-574-6634,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"211 THROOP AVENUE, NY, 11206","211 Throop Ave, Brooklyn, NY 11206, USA",40.6978871,-73.94349199999999
17K061      ,K,2,K061,M.S. 061 GLADSTONE H. ATWELL,Junior High-Intermediate-Middle,1,17,17,400 EMPIRE BOULEVARD,NY,11225,SANDRA TAYLOR,718-774-1002,718-467-4335,"06,07,08,SE",BROOKLYN,"400 EMPIRE BOULEVARD, NY, 11225","400 Empire Blvd, Brooklyn, NY 11225, USA",40.6637691,-73.948565
20K062      ,K,2,K062,J.H.S. 062 DITMAS,Junior High-Intermediate-Middle,1,20,20,700 CORTELYOU ROAD,NY,11218,BARRY KEVORKIAN,718-941-5450,718-693-7433,"06,07,08,SE",BROOKLYN,"700 CORTELYOU ROAD, NY, 11218","700 Cortelyou Rd, Brooklyn, NY 11218, USA",40.6382369,-73.971509
19K065      ,K,2,K065,P.S. 065 - THE LITTLE RED SCHOOL HOUSE,Elementary,1,19,19,696 JAMAICA AVENUE,NY,11208,DAYSI GARCIA,718-235-2223,718-235-2033,"0K,01,02,03,04,05,SE",BROOKLYN,"696 JAMAICA AVENUE, NY, 11208","696 Jamaica Ave, Brooklyn, NY 11208, USA",40.6868771,-73.8783029
18K066      ,K,2,K066,P.S. 66,K-8,1,18,18,845 EAST  96 STREET,NY,11236,Lucille Jackson,718-922-3505,718-922-3105,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"845 EAST  96 STREET, NY, 11236","845 E 96th St, Brooklyn, NY 11236, USA",40.6487279,-73.9067261
13K067      ,K,2,K067,P.S. 067 CHARLES A. DORSEY,Elementary,1,13,13,51 SAINT EDWARDS STREET,NY,11205,CORINNE SEABROOK,718-834-6756,718-834-6719,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"51 SAINT EDWARDS STREET, NY, 11205","51 St Edwards St, Brooklyn, NY 11205, USA",40.6951863,-73.97767689999999
18K068      ,K,2,K068,I.S. 068 ISAAC BILDERSEE,Junior High-Intermediate-Middle,1,18,18,956 EAST  82 STREET,NY,11236,Merve Williams,718-241-4800,718-241-5582,"06,07,08,SE",BROOKLYN,"956 EAST  82 STREET, NY, 11236","956 E 82nd St, Brooklyn, NY 11236, USA",40.6348776,-73.9107221
20K069      ,K,2,K069,P.S. 69 VINCENT D. GRIPPO SCHOOL,Elementary,1,20,20,6302 9TH AVENUE,NY,11220,JAYNEMARIE CAPETANAKIS,718-833-6710,718-833-9781,"0K,01,02,03,04,05,SE",BROOKLYN,"6302 9TH AVENUE, NY, 11220","6302 9th Ave, Brooklyn, NY 11220, USA",40.6325625,-74.0097243
14K071      ,K,2,K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,Secondary School,1,14,14,215 HEYWARD STREET,NY,11206,HOWARD FINEMAN,718-302-7900,718-302-7979,"06,07,08,09,10,11,12,SE",BROOKLYN,"215 HEYWARD STREET, NY, 11206","215 Heyward St, Brooklyn, NY 11206, USA",40.7039101,-73.9537081
23K073      ,K,2,K073,P.S. 073 THOMAS S. BOYLAND,K-8,1,23,23,251 MCDOUGAL STREET,NY,11233,JOELLE MCKEN,718-573-0288,718-455-1835,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"251 MCDOUGAL STREET, NY, 11233","251 MacDougal St, Brooklyn, NY 11233, USA",40.680537,-73.910772
32K075      ,K,2,K075,P.S. 075 MAYDA CORTIELLA,Elementary,1,32,32,95 GROVE STREET,NY,11221,Christopher Tricarico,718-574-0244,718-574-1051,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"95 GROVE STREET, NY, 11221","95 Grove St, Brooklyn, NY 11221, USA",40.6933407,-73.9215154
75K077      ,K,2,K077,P.S. K077,K-12 all grades,1,13,75,62 PARK PLACE,NY,11217,Merryl Redner-Cohen,718-789-1191,718-857-2667,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",BROOKLYN,"62 PARK PLACE, NY, 11217","62 Park Pl, Brooklyn, NY 11217, USA",40.6787211,-73.9763369
22K078      ,K,2,K078,J.H.S. 078 ROY H. MANN,Junior High-Intermediate-Middle,1,22,22,1420 EAST  68 STREET,NY,11234,Jacek Polubiec,718-763-4701,718-251-3439,"06,07,08,SE",BROOKLYN,"1420 EAST  68 STREET, NY, 11234","1420 E 68 St, Brooklyn, NY 11234, USA",40.6208332,-73.9131104
16K081      ,K,2,K081,P.S. 081 THADDEUS STEVENS,Elementary,1,16,16,990 DEKALB AVENUE,NY,11221,CHERYL AULT- BAKER,718-574-2365,718-919-9872,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"990 DEKALB AVENUE, NY, 11221","990 Dekalb Ave, Brooklyn, NY 11221, USA",40.6930667,-73.9347451
14K084      ,K,2,K084,P.S. 084 JOSE DE DIEGO,Elementary,1,14,14,250 BERRY STREET,NY,11211,Sereida Rodriguez,718-384-8063,718-302-2313,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"250 BERRY STREET, NY, 11211","250 Berry St, Brooklyn, NY 11249, USA",40.7148137,-73.9633052
32K086      ,K,2,K086,P.S. 086 THE IRVINGTON,Elementary,1,32,32,220 IRVING AVENUE,NY,11237,MABEL SARDUY,718-574-0252,718-919-1839,"0K,01,02,03,04,05,SE",BROOKLYN,"220 IRVING AVENUE, NY, 11237","220 Irving Ave, Brooklyn, NY 11237, USA",40.7006644,-73.91788710000002
15K088      ,K,2,K088,J.H.S. 088 PETER ROUGET,Junior High-Intermediate-Middle,1,15,15,544 7 AVENUE,NY,11215,Ailene Altman Mitchell,718-788-4482,718-768-0213,"06,07,08,SE",BROOKLYN,"544 7 AVENUE, NY, 11215","544 7th Ave, Brooklyn, NY 11215, USA",40.6602554,-73.98805329999999
21K090      ,K,2,K090,P.S. 90 EDNA COHEN SCHOOL,Elementary,1,21,21,2840 WEST  12 STREET,NY,11224,GRETA HAWKINS,718-266-8090,718-266-7018,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"2840 WEST  12 STREET, NY, 11224","2840 W 12th St, Brooklyn, NY 11224, USA",40.5780803,-73.98034
17K091      ,K,2,K091,P.S. 091 THE ALBANY AVENUE SCHOOL,Elementary,1,17,17,532 ALBANY AVENUE,NY,11203,Tessa Alleyne,718-756-0243,718-221-1316,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"532 ALBANY AVENUE, NY, 11203","532 Albany Ave, Brooklyn, NY 11203, USA",40.661782,-73.9402559
17K092      ,K,2,K092,P.S. 092 ADRIAN HEGEMAN,Elementary,1,17,17,601 PARKSIDE AVENUE,NY,11226,Ms. Diana Rahmaan,718-462-2087,718-284-8289,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"601 PARKSIDE AVENUE, NY, 11226","601 Parkside Ave, Brooklyn, NY 11226, USA",40.6562667,-73.9540944
13K093      ,K,2,K093,P.S. 093 WILLIAM H. PRESCOTT,Elementary,1,13,13,31 NEW YORK AVENUE,NY,11216,SANDRA PHILIP,718-604-7363,718-771-1369,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"31 NEW YORK AVENUE, NY, 11216","31 New York Ave, Brooklyn, NY 11216, USA",40.6789776,-73.9465065
15K094      ,K,2,K094,P.S. 094 THE HENRY LONGFELLOW,Elementary,1,15,15,5010 6 AVENUE,NY,11220,JANETTE CABAN,718-435-6034,718-871-6251,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"5010 6 AVENUE, NY, 11220","5010 6th Ave, Brooklyn, NY 11220, USA",40.64365189999999,-74.00866669999999
21K337      ,K,2,K337,INTERNATIONAL HIGH SCHOOL,High school,1,21,21,2630 BENSON AVENUE,NY,11214,Michael F. Soet,718-333-7860,718-333-7861,"09,10,11,12",BROOKLYN,"2630 BENSON AVENUE, NY, 11214","2630 Benson Ave, Brooklyn, NY 11214, USA",40.5937576,-73.9863546
24Q296      ,Q,4,Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,High school,1,24,24,45-10 94TH STREET,NY,11373,MARCELLA BARROS,718-271-3602,718-271-4041,"09,10,11,12",QUEENS,"45-10 94TH STREET, NY, 11373","45-10 94th St, Queens, NY 11373, USA",40.7434324,-73.8714707
18K366      ,K,2,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,18,18,965 EAST 107TH STREET,NY,11236,Ingrid Thomas-Clark,718-688-6400,718-688-6401,"06,07,SE",BROOKLYN,"965 EAST 107TH STREET, NY, 11236","965 E 107th St, Brooklyn, NY 11236, USA",40.6474872,-73.8917979
15K667      ,K,1,K667,SUNSET PARK HIGH SCHOOL,High school,1,15,15,153 35TH STREET,NY,11232,CORINNE VINAL,718-840-1900,718-840-1925,"09,10,SE",BROOKLYN,"153 35TH STREET, NY, 11232","153 35th St, Brooklyn, NY 11232, USA",40.6555967,-74.004217
18K673      ,K,2,K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,High school,1,18,18,965 EAST 107TH STREET,NY,11236,PATRICK MCGILLICUDDY,718-688-6450,718-688-6451,"09,10,11,12,SE",BROOKLYN,"965 EAST 107TH STREET, NY, 11236","965 E 107th St, Brooklyn, NY 11236, USA",40.6474872,-73.8917979
13K674      ,K,2,K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI",High school,1,13,13,105 JOHNSON STREET,NY,11201,CHRIS AGUIRRE,718-875-1473,718-875-1947,"09,10,11,SE",BROOKLYN,"105 JOHNSON STREET, NY, 11201","105 Johnson St, Brooklyn, NY 11201, USA",40.6956305,-73.9856714
15K676      ,K,2,K676,RED HOOK NEIGHBORHOOD SCHOOL,Elementary,1,15,15,27 HUNTINGTON STREET,NY,11231,ROCHEL BROWN,718-330-2238,718-596-6446,"PK,0K,01,02,03,04,SE",BROOKLYN,"27 HUNTINGTON STREET, NY, 11231","27 Huntington St, Brooklyn, NY 11231, USA",40.6779117,-74.0049023
19K677      ,K,2,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,Elementary,1,19,19,605 SHEPHERD AVENUE,NY,11208,JUDY TOUZIN,718-272-6075,718-272-6257,"PK,0K,01,02,03,04,SE",BROOKLYN,"605 SHEPHERD AVENUE, NY, 11208","605 Shepherd Ave, Brooklyn, NY 11208, USA",40.6694182,-73.8792113
19K678      ,K,2,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,Junior High-Intermediate-Middle,1,19,19,605 SHEPHERD AVENUE,NY,11208,Rose Anne Gonzalez,718-257-4061,718-257-4738,"06,07,SE",BROOKLYN,"605 SHEPHERD AVENUE, NY, 11208","605 Shepherd Ave, Brooklyn, NY 11208, USA",40.6694182,-73.8792113
20K682      ,K,1,K682,THE ACADEMY OF TALENTED SCHOLARS,Early Childhood,1,20,20,50 AVENUE P,NY,11204,JOSEPHIN SPORTELLA-GIUST,718-621-2730,718-621-2735,"0K,01,02,SE",BROOKLYN,"50 AVENUE P, NY, 11204","50 Avenue P, Brooklyn, NY 11204, USA",40.6070962,-73.9869672
19K683      ,K,2,K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, W",High school,1,19,19,370 FOUNTAIN AVENUE,NY,11208,JANICE ROSS,718-277-1069,718-277-1873,"09,10,11,SE",BROOKLYN,"370 FOUNTAIN AVENUE, NY, 11208","370 Fountain Ave, Brooklyn, NY 11208, USA",40.6698815,-73.87434189999999
20K686      ,K,1,K686,THE BROOKLYN SCHOOL OF INQUIRY,Early Childhood,1,20,20,50 AVENUE P,NY,11204,DONNA TAYLOR,718-621-5730,718-621-5735,"0K,01,02",BROOKLYN,"50 AVENUE P, NY, 11204","50 Avenue P, Brooklyn, NY 11204, USA",40.6070962,-73.9869672
16K688      ,K,2,K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,High school,1,16,16,125 STUYVESANT AVENUE,NY,11221,Kavita Gupta,718-574-3126,718-574-3681,"09,10,SE",BROOKLYN,"125 STUYVESANT AVENUE, NY, 11221","125 Stuyvesant Ave, Brooklyn, NY 11221, USA",40.6916202,-73.9332768
13K691,K,2,K691,FORT GREENE PREPARATORY ACADEMY,Junior High-Intermediate-Middle,1,13,13,100 CLERMONT AVENUE,NY,11205,PAULA LETTIERE,718-254-9401,718-254-9407,"06,SE",BROOKLYN,"100 CLERMONT AVENUE, NY, 11205","100 Clermont Ave, Brooklyn, NY 11205, USA",40.6948636,-73.9717309
02M151      ,M,1,M151,PS 151,Early Childhood,1,2,2,421 EAST  88 STREET,NY,10128,SAMANTHA KAPLAN,212-534-1627,212-534-1702,"0K,01,SE",NEW YORK,"421 EAST  88 STREET, NY, 10128","421 E 88th St, New York, NY 10128, USA",40.7779225,-73.9473251
02M392      ,M,1,M392,MANHATTAN BUSINESS ACADEMY,High school,1,2,2,351 WEST  18 STREET,NY,10011,KAREN POLSONETTI,212-647-1983,212-647-1989,"09,10,SE",MANHATTAN,"351 WEST  18 STREET, NY, 10011","351 W 18th St, New York, NY 10011, USA",40.7432281,-74.002426
02M393      ,M,1,M393,THE BUSINESS OF SPORTS SCHOOL,High school,1,2,2,439 WEST 49TH STREET,NY,10019,JOSHUA SOLOMON,212-246-2183,212-246-2913,"09,10,SE",MANHATTAN,"439 WEST 49TH STREET, NY, 10019","439 W 49th St, New York, NY 10019, USA",40.76399929999999,-73.9908346
02M394      ,M,1,M394,EMMA LAZARUS HIGH SCHOOL,High school,1,2,2,100 HESTER STREET,NY,10002,MELODY KELLOGG,212-925-5017,212-925-5920,"09,10,11,12",MANHATTAN,"100 HESTER STREET, NY, 10002","100 Hester St, New York, NY 10002, USA",40.7161943,-73.9933849
02M397      ,M,1,M397,SPRUCE STREET SCHOOL,Early Childhood,1,2,2,12 SPRUCE STREET,NY,10007,NANCY HARRIS,212-374-2353,,"0K,01",MANHATTAN,"12 SPRUCE STREET, NY, 10007","12 Spruce St, New York, NY 10038, USA",40.7110565,-74.0053612
02M399      ,M,1,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,High school,1,2,2,40 IRVING PLACE,NY,10003,SANTIAGO MAYOL,212-253-2480,212-253-2539,"09,10,SE",NEW YORK,"40 IRVING PLACE, NY, 10003","40 Irving Pl, New York, NY 10003, USA",40.73518079999999,-73.9870892
03M402      ,M,1,M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,High school,1,3,3,145 WEST  84 STREET,NY,10024,Alexandra Rathmann-Noonan,212-787-1189,212-787-1455,"09,10,SE",MANHATTAN,"145 WEST  84 STREET, NY, 10024","145 W 84th St, New York, NY 10024, USA",40.7860105,-73.9740956
03M403      ,M,1,M403,THE GLOBAL LEARNING COLLABORATIVE,High school,1,3,3,145 WEST  84 STREET,NY,10024,JENNIFER ZINN,212-918-1983,212-877-1138,"09,10,SE",MANHATTAN,"145 WEST  84 STREET, NY, 10024","145 W 84th St, New York, NY 10024, USA",40.7860105,-73.9740956
03M404      ,M,1,M404,INNOVATION DIPLOMA PLUS,High school,1,3,3,145 WEST  84 STREET,NY,10024,CASEY JONES,212-724-2039,212-724-2765,"09,10,11,12,SE",MANHATTAN,"145 WEST  84 STREET, NY, 10024","145 W 84th St, New York, NY 10024, USA",40.7860105,-73.9740956
04M406      ,M,1,M406,GLOBAL TECHNOLOGY PREPARATORY,Junior High-Intermediate-Middle,1,4,4,160 EAST 120 STREET,NY,10035,CHRYSTINA RUSSELL,212-722-1395,212-722-5864,"06,07,SE",MANHATTAN,"160 EAST 120 STREET, NY, 10035","160 E 120th St, New York, NY 10035, USA",40.8007729,-73.9393346
05M410      ,M,1,M410,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,Junior High-Intermediate-Middle,1,5,5,509 WEST 129 STREET,NY,10027,TRAVIS BROWN,212-690-5977,212-690-5980,"06,07,SE",MANHATTAN,"509 WEST 129 STREET, NY, 10027","509 W 129th St, New York, NY 10027, USA",40.8156813,-73.95577449999999
03M421      ,M,1,M421,WEST PREP ACADEMY,Junior High-Intermediate-Middle,1,3,3,150 WEST 105 STREET,NY,10025,Roberto Padilla,212-362-1674,212-362-2794,"06,07,SE",MANHATTAN,"150 WEST 105 STREET, NY, 10025","150 W 105th St, New York, NY 10025, USA",40.7990784,-73.965096
02M422      ,M,1,M422,QUEST TO LEARN,Elementary,1,2,2,351 WEST  18 STREET,NY,10011,ELISA ARAGON,212-488-3645,212-679-4967,"06,07,SE",MANHATTAN,"351 WEST  18 STREET, NY, 10011","351 W 18th St, New York, NY 10011, USA",40.7432281,-74.002426
27Q317      ,Q,4,Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,Elementary,1,27,27,190 BEACH 110 STREET,NY,11694,DANA GERENDASI,718-634-1344,718-634-3884,"PK,0K,01,02,03,04,SE",ROCKAWAY PARK,"190 BEACH 110 STREET, NY, 11694","190 Beach 110th St, Rockaway Park, NY 11694, USA",40.5809346,-73.83143799999999
27Q318      ,Q,4,Q318,WATERSIDE SCHOOL FOR LEADERSHIP,Elementary,1,27,27,190 BEACH 110 STREET,NY,11694,LINDA MUNRO,718-634-1128,718-634-1185,"06,07,SE",ROCKAWAY PARK,"190 BEACH 110 STREET, NY, 11694","190 Beach 110th St, Rockaway Park, NY 11694, USA",40.5809346,-73.83143799999999
27Q319      ,Q,4,Q319,VILLAGE ACADEMY,Elementary,1,27,27,10-45 NAMEOKE STREET,NY,11691,DORIS LEE,718-471-6042,718-471-6243,"06,07,SE",QUEENS,"10-45 NAMEOKE STREET, NY, 11691","10-45 Nameoke St, Far Rockaway, NY 11691, USA",40.6039467,-73.7499002
31R861      ,R,5,R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,Elementary,1,31,31,280 REGIS DRIVE,NY,10314,ROSE KERR,718-697-5250,718-697-5260,"PK,0K,01,02,06,07,SE",STATEN ISLAND,"280 REGIS DRIVE, NY, 10314","280 Regis Dr, Staten Island, NY 10314, USA",40.6204522,-74.1644159
09X443      ,X,2,X443,THE FAMILY SCHOOL,Early Childhood,1,9,9,1116 SHERIDAN AVENUE,NY,10456,PAMELA LEE,718-538-3266,718-538-3364,"0K,01,02,03,SE",BRONX,"1116 SHERIDAN AVENUE, NY, 10456","1116 Sheridan Ave, Bronx, NY 10456, USA",40.8321305,-73.9175656
10X447      ,X,2,X447,CRESTON ACADEMY,Elementary,1,10,10,125 EAST 181 STREET,NY,10453,PAMELA EDWARDS,718-367-5035,718-367-5176,"06,07,SE",BRONX,"125 EAST 181 STREET, NY, 10453","125 E 181st St, Bronx, NY 10453, USA",40.8556664,-73.90323529999999
08X448      ,X,2,X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,Junior High-Intermediate-Middle,1,8,8,885 BOLTON AVENUE,NY,10473,WILLIAM FRACKELTON,718-991-4027,718-991-4807,"06,07,SE",BRONX,"885 BOLTON AVENUE, NY, 10473","885 Bolton Ave, Bronx, NY 10473, USA",40.8232367,-73.85985509999999
09X449      ,X,2,X449,GRANT AVENUE ELEMENTARY SCHOOL,Early Childhood,1,9,9,250 EAST 164 STREET,NY,10456,KRISTIN ERAT,718-681-6288,718-681-6687,"0K,01,02,SE",BRONX,"250 EAST 164 STREET, NY, 10456","250 E 164th St, Bronx, NY 10456, USA",40.8280778,-73.91751959999999
09X454      ,X,2,X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,Elementary,1,9,9,250 EAST 164 STREET,NY,10456,DR. PATRICK AWOSOGBA,718-293-4017,718-293-7396,"06,07,SE",BRONX,"250 EAST 164 STREET, NY, 10456","250 E 164th St, Bronx, NY 10456, USA",40.8280778,-73.91751959999999
09X457      ,X,2,X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,Early Childhood,1,9,9,1116 SHERIDAN AVENUE,NY,10456,LISETTE FEBUS,718-538-3411,718-538-3499,"0K,01,02,03,SE",BRONX,"1116 SHERIDAN AVENUE, NY, 10456","1116 Sheridan Ave, Bronx, NY 10456, USA",40.8321305,-73.9175656
10X459      ,X,2,X459,EAST FORDHAM ACADEMY FOR THE ARTS,Junior High-Intermediate-Middle,1,10,10,120 EAST 184 STREET,NY,10468,TANICIA WILLIAMS,718-220-4185,718-220-5976,"06,07,SE",BRONX,"120 EAST 184 STREET, NY, 10468","120 E 184th St, Bronx, NY 10468, USA",40.859459,-73.9005202
11X462      ,X,2,X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,Junior High-Intermediate-Middle,1,11,11,3441 STEENWICK AVENUE,NY,10475,JAMAAL BOWMAN,718-794-7970,718-794-7981,"06,07,08,SE",BRONX,"3441 STEENWICK AVENUE, NY, 10475","3441 Steenwick Ave, Bronx, NY 10475, USA",40.8831455,-73.83078700000002
12X463      ,X,2,X463,URBAN SCHOLARS COMMUNITY SCHOOL,Early Childhood,1,12,12,1180 TINTON AVENUE,NY,10456,Debra Clarke-Jones,718-842-8133,718-842-8442,"PK,0K,01,02,03,SE",BRONX,"1180 TINTON AVENUE, NY, 10456","1180 Tinton Ave, Bronx, NY 10456, USA",40.8286698,-73.9000659
08X467      ,X,2,X467,MOTT HALL COMMUNITY SCHOOL,Junior High-Intermediate-Middle,1,8,8,650 HOLLYWOOD AVENUE,NY,10465,GEOVANTI STEWARD,718-829-3254,718-829-3985,"06,07,SE",BRONX,"650 HOLLYWOOD AVENUE, NY, 10465","650 Hollywood Ave, Bronx, NY 10465, USA",40.8269794,-73.8182885
11X468      ,X,2,X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,Elementary,1,11,11,2441 WALLACE AVENUE,NY,10467,ANTHONY RIVERA,718-881-3136,718-881-3413,"06,07,SE",BRONX,"2441 WALLACE AVENUE, NY, 10467","2441 Wallace Ave, Bronx, NY 10467, USA",40.8624813,-73.8649701
12X478      ,X,2,X478,THE CINEMA SCHOOL,High school,1,12,12,1551 EAST 172ND STREET,NY,10472,Rex Bobbish,718-620-2560,718-620-2561,"09,10",BRONX,"1551 EAST 172ND STREET, NY, 10472","1551 E 172nd St, Bronx, NY 10472, USA",40.8318874,-73.8772819
12X479      ,X,2,X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,High school,1,12,12,800 HOME STREET,NY,10456,KIZHAYA ROBERTS,718-542-4011,718-542-4377,"09,10,SE",BRONX,"800 HOME STREET, NY, 10456","800 Home St, Bronx, NY 10456, USA",40.8273875,-73.9008013
84X395,X,2,X395,"NYC CHARTER HIGH SCHOOL FOR ARCHITECTURE, ENGINEER",High school,2,7,84,300 East 140th Street,NY,10454,Eugene Foley,646-400-5566,718-585-4780,"09,10,11",BRONX,"300 East 140th Street, NY, 10454","300 E 140th St, Bronx, NY 10454, USA",40.8115227,-73.9250564
28Q686,Q,4,Q686,QUEENS METROPOLITAN HIGH SCHOOL,High school,1,28,28,91-30 METROPOLITAN AVENUE,NY,11375,Marci Levy Maguire,718-286-3600,718-286-3601,"09,SE",QUEENS,"91-30 METROPOLITAN AVENUE, NY, 11375","91-30 Metropolitan Ave, Queens, NY 11375, USA",40.7085723,-73.85564389999999
02M437,M,1,M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,High school,1,2,2,351 WEST  18 STREET,NY,10011,Nancy Amling,212-488-3330,212-488-3335,"09,SE",MANHATTAN,"351 WEST  18 STREET, NY, 10011","351 W 18th St, New York, NY 10011, USA",40.7432281,-74.002426
02M438,M,1,M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,High school,1,2,2,40 IRVING PLACE,NY,10003,Gaylea Prichard-Silvers,212-533-2560,212-228-2946,"09,SE",NEW YORK,"40 IRVING PLACE, NY, 10003","40 Irving Pl, New York, NY 10003, USA",40.73518079999999,-73.9870892
03M417,M,1,M417,FRANK McCOURT HIGH SCHOOL,High school,1,3,3,145 WEST  84 STREET,NY,10024,Danielle Salzberg,212-362-2015,212-362-5926,"09,SE",MANHATTAN,"145 WEST  84 STREET, NY, 10024","145 W 84th St, New York, NY 10024, USA",40.7860105,-73.9740956
03M452,M,1,M452,P.S. 452,Elementary,1,3,3,100 WEST  77 STREET,NY,10024,David Parker,212-496-1050,212-496-1087,"0K,SE",MANHATTAN,"100 WEST  77 STREET, NY, 10024","100 W 77th St, New York, NY 10024, USA",40.7810978,-73.97809649999999
08X432,X,2,X432,BRONX BRIDGES HIGH SCHOOL,High school,1,8,8,1980 LAFAYETTE AVENUE,NY,10473,Pablo Villavicencio,718-829-2984,718-829-2987,"09,SE",BRONX,"1980 LAFAYETTE AVENUE, NY, 10473","1980 Lafayette Ave, Bronx, NY 10473, USA",40.8211936,-73.856527
10X363,X,2,X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,1,10,10,120 EAST 184 STREET,NY,10468,ANGELO LEDDA,718-935-4099,,"06,07,SE",BRONX,"120 EAST 184 STREET, NY, 10468","120 E 184th St, Bronx, NY 10468, USA",40.859459,-73.9005202
11X498,X,2,X498,VAN NEST ACADEMY,K-8,1,11,11,1640 BRONXDALE AVE,NY,10462,Carol Gilligan,718-409-3001,718-409-3002,"0K,01,06,SE",BRONX,"1640 BRONXDALE AVE, NY, 10462","1640 Bronxdale Ave, Bronx, NY 10462, USA",40.8449981,-73.8579869
